zone_name,season,month,latitude,longitude,rainfall_mm,temperature_deg_c,humidity_pct,river_discharge_m3_s,water_level_m,elevation_m,land_cover,soil_type,population_density,infrastructure,historical_floods,flood_occurred,distance_to_phagwara_km,infrastructure_risk_score,infrastructure_risk_label
Canal Edge,Winter,12,31.237971,75.795954,56.73,22.35,69.95,2111.72,2.61,244.57,Agricultural,Alluvial,3037.46,0,1,0,2.8519202364138354,36.88,Low
Industrial Belt,Winter,1,31.206237,75.792502,81.3,17.64,62.55,2475.39,4.09,246.99,Industrial,Clay Loam,5550.16,1,1,0,2.8566564403513364,54.14,Medium
Peri-Urban Farms,Post-Monsoon,11,31.237476,75.745219,8.61,31.0,47.6,1915.7,2.45,247.01,Agricultural,Sandy Loam,1954.93,1,0,0,2.8568067777774204,26.05,Low
Peri-Urban Farms,Post-Monsoon,10,31.244076,75.751994,77.7,30.47,62.75,2446.1,4.03,249.98,Agricultural,Sandy Loam,2011.59,0,0,0,2.860149407032132,26.79,Low
Canal Edge,Winter,12,31.23641,75.797175,72.35,17.31,73.39,2908.34,4.56,236.91,Agricultural,Alluvial,2553.05,0,1,1,2.8623723085522954,43.79,Medium
Peri-Urban Farms,Winter,3,31.243658,75.751338,4.51,17.21,51.52,1993.54,2.95,251.03,Agricultural,Sandy Loam,1734.72,1,1,0,2.863921606659126,40.94,Medium
Canal Edge,Winter,3,31.235789,75.797743,19.79,19.39,59.71,2614.66,3.73,238.47,Agricultural,Alluvial,2503.9,1,1,1,2.877707808597427,46.31,Medium
Industrial Belt,Monsoon,9,31.200811,75.784405,221.92,29.29,80.48,3030.43,6.27,242.16,Industrial,Clay Loam,4737.27,1,1,1,2.8849016100259472,66.75,Medium
Industrial Belt,Winter,3,31.199274,75.780007,0.33,15.16,70.95,1894.67,2.71,241.38,Industrial,Clay Loam,5256.57,1,0,0,2.885461800529959,30.82,Low
Peri-Urban Farms,Monsoon,6,31.244959,75.75286,237.1,31.61,90.42,3195.8,6.41,245.44,Agricultural,Sandy Loam,2307.27,0,1,1,2.8880390393644935,56.88,Medium
Canal Edge,Winter,3,31.242257,75.792578,145.44,17.78,66.88,2824.98,5.24,246.02,Agricultural,Alluvial,2231.95,0,1,1,2.899783556187134,48.4,Medium
Peri-Urban Farms,Pre-Monsoon,4,31.24519,75.752846,70.72,34.4,43.74,2498.48,4.16,248.33,Agricultural,Sandy Loam,2239.48,1,0,0,2.9095857255287907,35.21,Low
Peri-Urban Farms,Post-Monsoon,10,31.237724,75.744639,30.62,27.76,67.75,1991.87,2.97,255.53,Agricultural,Sandy Loam,2517.24,0,1,0,2.9182255573727427,35.38,Low
Peri-Urban Farms,Pre-Monsoon,4,31.242941,75.749369,23.85,30.14,39.19,1964.08,3.05,254.22,Agricultural,Sandy Loam,1442.83,1,1,0,2.930488677376724,41.66,Medium
Canal Edge,Monsoon,7,31.24029,75.795049,179.9,33.9,87.55,3556.16,5.61,236.62,Agricultural,Alluvial,2359.55,1,1,1,2.9320289514418083,61.14,Medium
Canal Edge,Winter,3,31.239122,75.796177,60.91,16.9,58.36,2981.11,3.62,239.46,Agricultural,Alluvial,3470.52,0,1,1,2.9409659812969577,42.44,Medium
Peri-Urban Farms,Winter,2,31.243615,75.749981,35.28,20.26,57.04,2089.09,3.47,250.6,Agricultural,Sandy Loam,2345.81,0,0,0,2.945386035250758,22.84,Low
Canal Edge,Monsoon,9,31.245088,75.78977,236.7,31.87,84.71,3899.54,7.17,240.91,Agricultural,Alluvial,3664.12,0,1,1,2.9582927347929986,62.46,Medium
Canal Edge,Winter,12,31.237887,75.797358,8.61,16.25,72.11,2511.93,3.32,240.98,Agricultural,Alluvial,3592.13,0,0,0,2.9598795748236584,24.02,Low
Peri-Urban Farms,Winter,2,31.23785,75.744205,36.87,18.26,64.06,2033.71,3.17,250.51,Agricultural,Sandy Loam,1950.76,1,0,0,2.960739756041407,29.49,Low
Canal Edge,Winter,3,31.238337,75.797338,49.01,15.07,63.18,2849.11,3.24,236.33,Agricultural,Alluvial,2561.44,1,0,1,2.9846764038484257,33.31,Low
Canal Edge,Monsoon,6,31.239577,75.796441,234.34,28.97,84.04,3604.3,6.71,241.02,Agricultural,Alluvial,3092.66,0,0,1,2.990605108786538,45.66,Medium
Canal Edge,Monsoon,9,31.242317,75.793889,161.61,32.65,76.69,3453.83,5.52,241.07,Agricultural,Alluvial,2608.01,0,1,1,2.994597154183717,52.08,Medium
Peri-Urban Farms,Monsoon,9,31.239655,75.745153,141.46,33.48,65.05,2776.57,5.02,252.81,Agricultural,Sandy Loam,1327.79,1,0,1,2.99610023085934,40.27,Medium
Canal Edge,Winter,2,31.241556,75.794858,72.26,15.91,80.74,2566.69,4.33,240.3,Agricultural,Alluvial,4173.79,0,1,1,3.007176762418715,44.59,Medium
Peri-Urban Farms,Winter,2,31.244709,75.750414,0.02,19.21,59.37,1780.18,2.1,252.43,Agricultural,Sandy Loam,2402.52,0,1,0,3.009885923986249,31.04,Low
Canal Edge,Post-Monsoon,10,31.235482,75.799571,82.09,29.84,61.09,2855.48,4.57,242.2,Agricultural,Alluvial,3189.54,1,1,1,3.0188798683200107,53.04,Medium
Peri-Urban Farms,Monsoon,9,31.247627,75.754951,186.38,26.93,85.67,2861.87,5.86,247.71,Agricultural,Sandy Loam,1247.73,0,0,1,3.028667283214056,36.65,Low
Peri-Urban Farms,Winter,3,31.236388,75.742409,4.94,19.42,68.1,2122.19,3.17,256.55,Agricultural,Sandy Loam,1728.23,0,1,0,3.0306075988359473,33.82,Low
Peri-Urban Farms,Monsoon,7,31.243525,75.748456,202.67,27.4,87.16,3550.44,6.62,257.0,Agricultural,Sandy Loam,800.0,0,0,1,3.0375622375663687,40.5,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.243698,75.748431,69.11,39.29,64.06,2299.35,4.62,249.86,Agricultural,Sandy Loam,2296.66,0,1,1,3.052995261080949,41.78,Medium
Canal Edge,Monsoon,9,31.239082,75.797672,253.0,30.47,93.75,4230.22,6.62,238.14,Agricultural,Alluvial,2558.16,1,1,1,3.056223611248813,69.29,Medium
Peri-Urban Farms,Monsoon,7,31.243798,75.748346,239.53,25.68,96.82,4194.29,6.72,249.12,Agricultural,Sandy Loam,1606.01,1,0,1,3.0666024752336605,53.43,Medium
Peri-Urban Farms,Monsoon,8,31.239722,75.744243,211.44,27.68,84.01,3983.03,5.82,251.79,Agricultural,Sandy Loam,2718.79,1,0,1,3.0711670792447157,50.86,Medium
Peri-Urban Farms,Monsoon,6,31.245803,75.750945,200.84,33.0,77.9,3116.85,6.21,250.13,Agricultural,Sandy Loam,1894.96,0,0,1,3.0726620116527186,39.8,Low
Peri-Urban Farms,Monsoon,9,31.245013,75.749676,150.57,33.01,78.48,2759.25,5.47,255.31,Agricultural,Sandy Loam,2394.92,1,1,1,3.081095598303996,57.25,Medium
Peri-Urban Farms,Pre-Monsoon,4,31.240433,75.7446,94.9,36.36,49.64,1956.1,4.13,252.32,Agricultural,Sandy Loam,1533.47,0,1,1,3.0894060965621444,39.91,Low
Canal Edge,Pre-Monsoon,5,31.238093,75.798816,95.52,39.64,53.22,2760.19,4.54,245.47,Agricultural,Alluvial,3896.35,1,1,1,3.0905457470758217,54.38,Medium
Peri-Urban Farms,Winter,12,31.243642,75.747801,70.12,15.81,59.1,2421.76,4.12,254.69,Agricultural,Sandy Loam,1741.67,1,0,0,3.090617953040506,34.18,Low
Canal Edge,Pre-Monsoon,4,31.242174,75.795395,104.53,35.48,46.84,3145.39,5.34,247.29,Agricultural,Alluvial,4272.55,0,1,1,3.0906764338601738,50.3,Medium
Peri-Urban Farms,Winter,2,31.243202,75.747021,8.72,22.15,52.72,1764.89,2.4,257.0,Agricultural,Sandy Loam,1472.82,0,0,0,3.109735670861866,16.85,Low
Peri-Urban Farms,Winter,3,31.24579,75.750109,58.27,18.84,67.11,2904.98,3.93,255.96,Agricultural,Sandy Loam,1600.4,0,1,0,3.1210026282836147,40.22,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.242794,75.746373,91.66,37.1,42.67,2646.84,4.49,255.13,Agricultural,Sandy Loam,2002.84,0,0,1,3.1242898030926614,29.11,Low
Canal Edge,Pre-Monsoon,5,31.236295,75.800438,66.06,36.85,50.96,2686.43,3.21,245.12,Agricultural,Alluvial,2659.96,1,0,0,3.1321560201312484,33.79,Low
Canal Edge,Winter,1,31.242451,75.795791,63.94,14.75,58.27,2736.0,4.53,238.55,Agricultural,Alluvial,3535.9,0,1,1,3.1393011304916807,44.21,Medium
Peri-Urban Farms,Monsoon,9,31.247141,75.751258,158.12,30.65,81.9,3291.56,5.6,253.6,Agricultural,Sandy Loam,1538.42,1,1,1,3.173840176019297,58.16,Medium
Peri-Urban Farms,Winter,1,31.243286,75.745744,0.0,15.2,72.24,2018.72,2.85,255.09,Agricultural,Sandy Loam,1939.82,1,1,0,3.20533512769137,40.83,Medium
Peri-Urban Farms,Monsoon,7,31.239635,75.742318,210.83,30.11,80.48,3700.95,7.1,257.0,Agricultural,Sandy Loam,2323.41,1,1,1,3.2180982513596206,66.59,Medium
Canal Edge,Winter,3,31.249084,75.787876,114.07,16.93,82.25,3319.03,4.18,239.67,Agricultural,Alluvial,2665.12,1,1,1,3.22730372101446,54.21,Medium
Peri-Urban Farms,Winter,3,31.243182,75.745293,22.74,16.45,61.7,2097.4,2.85,250.13,Agricultural,Sandy Loam,925.49,1,0,0,3.229684043351552,26.75,Low
Canal Edge,Monsoon,6,31.245745,75.793445,251.31,34.33,89.13,3867.45,8.07,240.77,Agricultural,Alluvial,2925.13,0,1,1,3.237576449159142,64.23,Medium
Peri-Urban Farms,Winter,2,31.241813,75.743713,37.02,14.87,83.84,1815.32,3.27,253.21,Agricultural,Sandy Loam,1973.95,1,0,0,3.2489925260543506,29.19,Low
Peri-Urban Farms,Monsoon,9,31.242427,75.744255,193.82,31.68,76.82,3287.07,6.06,254.98,Agricultural,Sandy Loam,2286.99,1,1,1,3.250885003134409,62.09,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.246377,75.748656,75.92,36.23,51.37,2556.32,3.77,253.81,Agricultural,Sandy Loam,1271.71,1,0,0,3.259418405796951,33.33,Low
Peri-Urban Farms,Winter,12,31.247408,75.749869,3.56,17.34,63.12,1747.99,2.95,254.22,Agricultural,Sandy Loam,2054.97,0,0,0,3.2764455985800476,18.68,Low
Canal Edge,Winter,12,31.2437,75.796547,0.0,18.81,55.62,2103.82,3.23,244.11,Agricultural,Alluvial,2317.39,0,1,0,3.2849739193220677,34.5,Low
Peri-Urban Farms,Monsoon,8,31.245552,75.747126,212.43,31.41,69.12,3719.54,6.19,254.76,Agricultural,Sandy Loam,2248.66,1,0,1,3.287771533102447,50.43,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.245519,75.747029,65.11,37.73,57.44,2318.28,4.45,255.94,Agricultural,Sandy Loam,1722.93,1,0,0,3.291423942419768,34.42,Low
Peri-Urban Farms,Winter,3,31.24647,75.74815,68.37,14.89,55.1,2079.17,3.66,247.7,Agricultural,Sandy Loam,1768.43,0,1,0,3.2985241782213963,38.11,Low
Peri-Urban Farms,Monsoon,9,31.245941,75.74728,180.26,34.09,78.23,2849.26,5.38,256.64,Agricultural,Sandy Loam,2340.89,0,1,1,3.309518225235621,50.69,Medium
Canal Edge,Winter,3,31.243588,75.79703,57.01,21.47,81.5,2332.63,4.25,243.96,Agricultural,Alluvial,3351.96,0,1,1,3.3111326304314312,41.86,Medium
Peri-Urban Farms,Winter,2,31.246227,75.747599,67.96,18.52,64.76,2653.03,4.36,256.05,Agricultural,Sandy Loam,2096.84,1,1,1,3.312756561189355,49.76,Medium
Canal Edge,Monsoon,7,31.247147,75.793197,189.02,29.19,95.93,3769.19,6.04,241.62,Agricultural,Alluvial,3033.24,0,1,1,3.3405163594949205,56.14,Medium
Canal Edge,Winter,2,31.238147,75.801945,71.41,15.12,59.5,2973.2,4.76,242.1,Agricultural,Alluvial,2812.36,0,1,1,3.353182346211234,44.75,Medium
Peri-Urban Farms,Post-Monsoon,10,31.242926,75.74321,8.21,29.89,57.78,1812.24,3.07,250.4,Agricultural,Sandy Loam,1625.25,0,0,0,3.3630459421979557,18.78,Low
Peri-Urban Farms,Pre-Monsoon,5,31.247325,75.748268,71.18,33.28,51.71,2299.8,3.61,257.0,Agricultural,Sandy Loam,1048.5,0,0,0,3.3639481438918373,23.71,Low
Canal Edge,Winter,1,31.237244,75.802681,90.16,14.81,69.18,2647.43,3.82,240.99,Agricultural,Alluvial,3961.08,0,0,1,3.370082670340281,30.17,Low
Peri-Urban Farms,Pre-Monsoon,5,31.247541,75.748268,139.48,43.23,64.49,3199.92,4.97,256.08,Agricultural,Sandy Loam,1737.49,1,0,1,3.3824992593468393,41.75,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.24932,75.75017,61.9,41.36,47.75,2374.23,3.99,257.0,Agricultural,Sandy Loam,1593.93,1,1,0,3.4313106058962872,47.12,Medium
Peri-Urban Farms,Winter,1,31.244515,75.743781,8.14,17.83,56.1,2147.66,2.82,251.47,Agricultural,Sandy Loam,2184.67,1,0,0,3.4355464683156707,27.85,Low
Peri-Urban Farms,Winter,1,31.240525,75.740268,6.85,15.92,64.92,1345.13,2.79,253.09,Agricultural,Sandy Loam,1616.03,1,0,0,3.43564395738468,24.78,Low
Peri-Urban Farms,Monsoon,9,31.248417,75.748194,155.26,29.55,80.72,2891.77,5.27,257.0,Agricultural,Sandy Loam,2610.66,1,1,1,3.462786717171479,57.66,Medium
Peri-Urban Farms,Monsoon,9,31.246412,75.745511,212.75,31.77,89.81,3352.16,5.87,256.76,Agricultural,Sandy Loam,810.08,0,0,1,3.4629013824540267,38.68,Low
Peri-Urban Farms,Pre-Monsoon,5,31.243899,75.742732,101.62,36.34,47.33,2938.09,5.04,245.43,Agricultural,Sandy Loam,2157.36,1,1,1,3.4666396826937653,53.92,Medium
Peri-Urban Farms,Winter,1,31.246785,75.745845,46.43,18.9,65.48,1960.49,3.57,250.35,Agricultural,Sandy Loam,1060.15,0,1,0,3.4710818837864483,35.49,Low
Peri-Urban Farms,Post-Monsoon,10,31.249489,75.749655,146.87,29.45,50.01,2905.92,4.7,250.61,Agricultural,Sandy Loam,1538.32,1,1,1,3.47484200998938,54.41,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.244744,75.743404,60.49,39.65,61.79,2526.62,3.63,243.5,Agricultural,Sandy Loam,2054.05,0,0,0,3.479257235752219,25.24,Low
Peri-Urban Farms,Winter,12,31.248309,75.747551,43.87,16.61,65.22,1856.1,4.01,252.65,Agricultural,Sandy Loam,1364.85,1,1,0,3.491755414978842,44.57,Medium
Peri-Urban Farms,Winter,1,31.244121,75.742533,56.58,15.46,62.85,2166.7,3.4,250.46,Agricultural,Sandy Loam,2522.81,0,1,0,3.4969652840625662,38.19,Low
Peri-Urban Farms,Monsoon,9,31.24413,75.742481,201.62,31.51,81.85,3374.53,6.01,250.71,Agricultural,Sandy Loam,1890.89,0,1,1,3.5014059993876847,54.04,Medium
Peri-Urban Farms,Winter,1,31.245395,75.743564,43.29,16.38,63.42,2018.06,3.84,251.29,Agricultural,Sandy Loam,827.27,0,0,1,3.5164401056141608,21.81,Low
Canal Edge,Monsoon,9,31.241018,75.80211,187.85,27.31,99.0,3647.92,6.41,237.31,Agricultural,Alluvial,3099.24,1,1,1,3.527466170457565,64.74,Medium
Peri-Urban Farms,Post-Monsoon,10,31.248377,75.746888,4.72,28.4,72.08,1627.37,2.67,253.16,Agricultural,Sandy Loam,1919.93,0,0,0,3.537785734747133,17.56,Low
Peri-Urban Farms,Winter,3,31.247963,75.74613,12.91,16.19,67.26,2221.47,2.88,253.94,Agricultural,Sandy Loam,861.09,1,1,0,3.549843005108914,40.57,Medium
Peri-Urban Farms,Winter,2,31.245215,75.742475,61.89,17.1,79.74,2146.83,4.1,255.79,Agricultural,Sandy Loam,1461.13,1,0,0,3.580151902897869,32.59,Low
Peri-Urban Farms,Monsoon,6,31.249136,75.747264,204.63,33.55,80.75,3375.27,5.5,251.28,Agricultural,Sandy Loam,979.98,0,0,1,3.5804016642530834,37.69,Low
Peri-Urban Farms,Monsoon,8,31.248306,75.745618,231.36,34.65,82.88,3269.22,7.57,253.36,Agricultural,Sandy Loam,1589.47,0,0,1,3.610650369632057,44.57,Medium
Peri-Urban Farms,Monsoon,6,31.250561,75.748327,217.51,31.78,70.57,3722.42,6.31,250.1,Agricultural,Sandy Loam,2285.34,0,0,1,3.6452671434676867,43.03,Medium
Peri-Urban Farms,Monsoon,8,31.251713,75.749585,195.91,35.11,73.93,3343.28,6.25,251.33,Agricultural,Sandy Loam,2548.94,1,1,1,3.6829601271938146,63.17,Medium
Peri-Urban Farms,Post-Monsoon,10,31.250185,75.745972,37.24,27.39,59.86,1832.21,4.01,253.73,Agricultural,Sandy Loam,2966.47,1,0,0,3.7482916088233766,32.41,Low
Peri-Urban Farms,Monsoon,8,31.248468,75.743469,172.27,33.36,71.09,2917.75,5.41,257.0,Agricultural,Sandy Loam,2485.28,1,1,1,3.7622574112856886,58.74,Medium
Canal Edge,Winter,1,31.250113,75.796829,65.8,15.56,63.84,2802.16,3.85,244.76,Agricultural,Alluvial,3634.45,1,1,1,3.815133902764085,50.98,Medium
Peri-Urban Farms,Post-Monsoon,11,31.245977,75.739716,65.31,30.75,47.41,2268.99,3.15,252.97,Agricultural,Sandy Loam,2867.25,0,0,1,3.8348465168614996,24.78,Low
Peri-Urban Farms,Winter,2,31.246692,75.740408,40.99,16.91,51.67,2097.0,3.23,247.9,Agricultural,Sandy Loam,1559.38,0,1,0,3.8361858232454185,35.47,Low
Peri-Urban Farms,Pre-Monsoon,4,31.253197,75.747582,79.29,38.65,47.12,2192.03,4.0,250.45,Agricultural,Sandy Loam,2808.2,0,1,1,3.925915392311414,41.23,Medium
Peri-Urban Farms,Post-Monsoon,10,31.24534,75.737456,63.5,25.82,47.93,2438.52,4.05,250.71,Agricultural,Sandy Loam,1990.88,1,0,0,3.9599474756675135,34.07,Low
Peri-Urban Farms,Monsoon,8,31.247948,75.739152,241.89,32.8,79.15,3770.64,6.56,255.01,Agricultural,Sandy Loam,934.07,0,1,1,4.018069635388109,57.09,Medium
Peri-Urban Farms,Monsoon,6,31.251385,75.742993,192.04,32.54,85.67,3191.41,6.02,257.0,Agricultural,Sandy Loam,1933.34,0,0,1,4.032589301048703,39.15,Low
